Operation,Run,Time (seconds)
Decode,778,4.07ms
Decode,779,3.88ms
Encode,779,836.54µs
Decode,779,3.92ms
Decode,780,3.90ms
Encode,780,881.21µs
Decode,780,3.98ms
Decode,781,3.51ms
Encode,781,849.04µs
Decode,781,4.69ms
Decode,782,4.45ms
Encode,782,978.33µs
Decode,782,4.38ms
Decode,783,4.10ms
Encode,783,923.25µs
Decode,783,4.17ms
Decode,784,4.96ms
Encode,784,978.08µs
Decode,784,3.63ms
Decode,785,3.99ms
Encode,785,814.08µs
Decode,785,4.09ms
Decode,786,3.43ms
Encode,786,833.38µs
Decode,786,4.51ms
Decode,787,3.47ms
Encode,787,856.75µs
Decode,787,4.34ms
Decode,788,4.59ms
Encode,788,1.11ms
Decode,788,4.23ms
Decode,789,32.77ms
Encode,789,914.21µs
Decode,789,5.06ms
Decode,790,4.40ms
Encode,790,1.05ms
Decode,790,4.18ms
Decode,791,3.89ms
Encode,791,924.46µs
Decode,791,4.55ms
Decode,792,3.59ms
Encode,792,888.00µs
Decode,792,4.27ms
Decode,793,4.04ms
Encode,793,1.09ms
Decode,793,4.91ms
Decode,794,4.61ms
Encode,794,862.46µs
Decode,794,4.19ms
Decode,795,4.67ms
Encode,795,1.04ms
Decode,795,4.21ms
Decode,796,4.03ms
Encode,796,970.00µs
Decode,796,3.75ms
Decode,797,4.36ms
Encode,797,1.03ms
Decode,797,4.52ms
Decode,798,3.99ms
Encode,798,995.25µs
Decode,798,4.06ms
Decode,799,4.25ms
Encode,799,1.03ms
Decode,799,4.07ms
Decode,800,3.99ms
Encode,800,967.96µs
Decode,800,4.03ms
Decode,801,4.61ms
Encode,801,1.02ms
Decode,801,4.16ms
Decode,802,3.87ms
Encode,802,1.13ms
Decode,802,4.46ms
Decode,803,4.33ms
Encode,803,1.04ms
Decode,803,4.54ms
Decode,804,4.49ms
Encode,804,887.58µs
Decode,804,4.49ms
Decode,805,4.65ms
Encode,805,935.46µs
Decode,805,4.20ms
Decode,806,4.03ms
Encode,806,1.10ms
Decode,806,4.63ms
Decode,807,4.44ms
Encode,807,889.67µs
Decode,807,4.61ms
Decode,808,4.49ms
Encode,808,911.83µs
Decode,808,4.14ms
Decode,809,4.59ms
Encode,809,874.71µs
Decode,809,4.41ms
Decode,810,4.03ms
Encode,810,935.38µs
Decode,810,4.62ms
Decode,811,3.87ms
Encode,811,1.19ms
Decode,811,4.36ms
Decode,812,4.19ms
Encode,812,1.03ms
Decode,812,4.81ms
Decode,813,3.54ms
Encode,813,900.79µs
Decode,813,4.74ms
Decode,814,4.66ms
Encode,814,944.92µs
Decode,814,4.25ms
Decode,815,4.57ms
Encode,815,926.71µs
Decode,815,4.32ms
Decode,816,4.15ms
Encode,816,940.92µs
Decode,816,4.53ms
Decode,817,3.42ms
Encode,817,813.33µs
Decode,817,4.08ms
Decode,818,4.33ms
Encode,818,1.08ms
Decode,818,3.71ms
Decode,819,4.30ms
Encode,819,1.07ms
Decode,819,4.04ms
Decode,820,3.79ms
Encode,820,863.71µs
Decode,820,5.43ms
Decode,821,3.38ms
Encode,821,1.15ms
Decode,821,4.39ms
Decode,822,3.75ms
Encode,822,973.54µs
Decode,822,4.14ms
Decode,823,3.71ms
Encode,823,1.25ms
Decode,823,3.83ms
Decode,824,4.24ms
Encode,824,922.42µs
Decode,824,3.47ms
Decode,825,4.80ms
Encode,825,1.01ms
Decode,825,3.92ms
Decode,826,4.25ms
Encode,826,1.19ms
Decode,826,4.61ms
Decode,827,4.32ms
Encode,827,1.25ms
Decode,827,4.37ms
Decode,828,4.64ms
Encode,828,991.17µs
Decode,828,5.48ms
Decode,829,3.95ms
Encode,829,953.38µs
Decode,829,4.79ms
Decode,830,4.11ms
Encode,830,1.08ms
Decode,830,4.26ms
Decode,831,4.61ms
Encode,831,933.88µs
Decode,831,3.74ms
Decode,832,3.98ms
Encode,832,837.29µs
Decode,832,3.97ms
Decode,833,3.59ms
Encode,833,975.96µs
Decode,833,4.56ms
Decode,834,4.75ms
Encode,834,1.00ms
Decode,834,4.73ms
Decode,835,4.29ms
Encode,835,888.79µs
Decode,835,4.22ms
Decode,836,4.27ms
Encode,836,1.06ms
Decode,836,4.37ms
Decode,837,4.28ms
Encode,837,883.42µs
Decode,837,4.81ms
Decode,838,4.41ms
Encode,838,1.01ms
Decode,838,4.22ms
Decode,839,3.91ms
Encode,839,889.58µs
Decode,839,3.94ms
Decode,840,4.69ms
Encode,840,990.17µs
Decode,840,4.97ms
Decode,841,4.76ms
Encode,841,1.21ms
Decode,841,4.68ms
Decode,842,5.05ms
Encode,842,907.46µs
Decode,842,4.01ms
Decode,843,4.20ms
Encode,843,931.54µs
Decode,843,4.79ms
Decode,844,4.61ms
Encode,844,1.10ms
Decode,844,4.75ms
Decode,845,4.97ms
Encode,845,1.01ms
Decode,845,4.50ms
Decode,846,3.92ms
Encode,846,982.50µs
Decode,846,4.16ms
Decode,847,3.59ms
Encode,847,869.08µs
Decode,847,4.86ms
Decode,848,4.76ms
Encode,848,1.00ms
Decode,848,3.98ms
Decode,849,4.70ms
Encode,849,1.14ms
Decode,849,4.15ms
Decode,850,4.13ms
Encode,850,867.46µs
Decode,850,4.48ms
Decode,851,4.41ms
Encode,851,918.25µs
Decode,851,4.09ms
Decode,852,4.17ms
Encode,852,1.12ms
Decode,852,4.18ms
Decode,853,4.03ms
Encode,853,888.21µs
Decode,853,4.69ms
Decode,854,3.55ms
Encode,854,883.75µs
Decode,854,4.70ms
Decode,855,4.16ms
Encode,855,1.20ms
Decode,855,4.24ms
Decode,856,4.25ms
Encode,856,881.00µs
Decode,856,4.69ms
Decode,857,4.86ms
Encode,857,884.83µs
Decode,857,4.13ms
Decode,858,4.41ms
Encode,858,940.88µs
Decode,858,3.80ms
Decode,859,3.62ms
Encode,859,867.00µs
Decode,859,4.01ms
Decode,860,4.40ms
Encode,860,1.04ms
Decode,860,4.52ms
Decode,861,4.56ms
Encode,861,988.58µs
Decode,861,4.62ms
Decode,862,3.54ms
Encode,862,1.02ms
Decode,862,4.34ms
Decode,863,3.62ms
Encode,863,1.10ms
Decode,863,4.96ms
Decode,864,4.48ms
Encode,864,944.88µs
Decode,864,3.88ms
Decode,865,4.88ms
Encode,865,1.06ms
Decode,865,4.14ms
Decode,866,4.12ms
Encode,866,967.71µs
Decode,866,4.37ms
Decode,867,4.57ms
Encode,867,1.11ms
Decode,867,5.02ms
Decode,868,4.11ms
Encode,868,1.04ms
Decode,868,4.41ms
Decode,869,3.91ms
Encode,869,888.75µs
Decode,869,4.74ms
Decode,870,4.66ms
Encode,870,993.75µs
Decode,870,3.71ms
Decode,871,4.90ms
Encode,871,1.00ms
Decode,871,4.66ms
Decode,872,3.70ms
Encode,872,828.83µs
Decode,872,4.29ms
Decode,873,4.21ms
Encode,873,941.46µs
Decode,873,4.81ms
Decode,874,5.30ms
Encode,874,1.14ms
Decode,874,5.04ms
Decode,875,5.24ms
Encode,875,904.83µs
Decode,875,5.18ms
Decode,876,4.53ms
Encode,876,1.28ms
Decode,876,4.60ms
Decode,877,4.74ms
Encode,877,948.54µs
Decode,877,41.64ms
Decode,878,5.67ms
Encode,878,6.32ms
Decode,878,5.31ms
Decode,879,4.36ms
Encode,879,1.09ms
Decode,879,4.64ms
Decode,880,3.74ms
Encode,880,1.04ms
Decode,880,4.34ms
Decode,881,4.56ms
Encode,881,1.11ms
Decode,881,4.66ms
Decode,882,4.67ms
Encode,882,1.05ms
Decode,882,4.87ms
Decode,883,4.11ms
Encode,883,1.03ms
Decode,883,4.43ms
Decode,884,3.91ms
Encode,884,940.58µs
Decode,884,3.64ms
Decode,885,4.51ms
Encode,885,978.46µs
Decode,885,4.71ms
Decode,886,4.05ms
Encode,886,900.75µs
Decode,886,4.48ms
Decode,887,3.80ms
Encode,887,1.19ms
Decode,887,3.94ms
Decode,888,4.82ms
Encode,888,935.13µs
Decode,888,3.68ms
Decode,889,4.33ms
Encode,889,940.38µs
Decode,889,3.59ms
Decode,890,3.93ms
Encode,890,847.54µs
Decode,890,4.33ms
Decode,891,3.54ms
Encode,891,867.08µs
Decode,891,4.22ms
Decode,892,4.43ms
Encode,892,872.75µs
Decode,892,4.07ms
Decode,893,3.66ms
Encode,893,839.46µs
Decode,893,3.67ms
Decode,894,3.67ms
Encode,894,1.07ms
Decode,894,3.57ms
Decode,895,4.04ms
Encode,895,1.04ms
Decode,895,4.77ms
Decode,896,3.70ms
Encode,896,925.46µs
Decode,896,4.15ms
Decode,897,3.36ms
Encode,897,863.04µs
Decode,897,4.00ms
Decode,898,3.43ms
Encode,898,859.88µs
Decode,898,4.49ms
Decode,899,3.67ms
Encode,899,902.00µs
Decode,899,3.76ms
Decode,900,3.77ms
Encode,900,867.00µs
Decode,900,3.83ms
Decode,901,3.88ms
Encode,901,863.38µs
Decode,901,3.53ms
Decode,902,3.98ms
Encode,902,889.83µs
Decode,902,3.67ms
Decode,903,4.73ms
Encode,903,1.08ms
Decode,903,3.79ms
Decode,904,4.38ms
Encode,904,905.33µs
Decode,904,4.11ms
Decode,905,3.48ms
Encode,905,1.02ms
Decode,905,5.07ms
Decode,906,3.71ms
Encode,906,939.58µs
Decode,906,4.58ms
Decode,907,3.62ms
Encode,907,1.10ms
Decode,907,4.13ms
Decode,908,4.78ms
Encode,908,960.54µs
Decode,908,4.28ms
Decode,909,4.24ms
Encode,909,955.63µs
Decode,909,4.20ms
Decode,910,4.12ms
Encode,910,904.04µs
Decode,910,4.15ms
Decode,911,3.49ms
Encode,911,1.01ms
Decode,911,3.72ms
Decode,912,3.72ms
Encode,912,975.79µs
Decode,912,4.41ms
Decode,913,3.70ms
Encode,913,833.71µs
Decode,913,3.47ms
Decode,914,3.60ms
Encode,914,867.17µs
Decode,914,4.56ms
Decode,915,3.61ms
Encode,915,878.29µs
Decode,915,3.97ms
Decode,916,4.10ms
Encode,916,959.33µs
Decode,916,4.47ms
Decode,917,4.02ms
Encode,917,1.05ms
Decode,917,3.84ms
Decode,918,4.22ms
Encode,918,927.08µs
Decode,918,3.84ms
Decode,919,4.61ms
Encode,919,868.92µs
Decode,919,4.70ms
Decode,920,3.44ms
Encode,920,840.54µs
Decode,920,5.06ms
Decode,921,3.77ms
Encode,921,1.01ms
Decode,921,4.10ms
Decode,922,4.23ms
Encode,922,924.25µs
Decode,922,4.55ms
Decode,923,3.85ms
Encode,923,861.00µs
Decode,923,4.26ms
Decode,924,3.57ms
Encode,924,904.63µs
Decode,924,4.65ms
Decode,925,4.51ms
Encode,925,962.54µs
Decode,925,4.69ms
Decode,926,4.14ms
Encode,926,1.21ms
Decode,926,4.12ms
Decode,927,4.62ms
Encode,927,1.00ms
Decode,927,4.86ms
Decode,928,4.35ms
Encode,928,1.07ms
Decode,928,5.09ms
Decode,929,4.85ms
Encode,929,984.96µs
Decode,929,5.94ms
Decode,930,4.55ms
Encode,930,1.02ms
Decode,930,5.33ms
Decode,931,3.85ms
Encode,931,1.07ms
Decode,931,4.27ms
Decode,932,4.37ms
Encode,932,906.63µs
Decode,932,4.09ms
Decode,933,4.59ms
Encode,933,1.01ms
Decode,933,4.81ms
Decode,934,4.48ms
Encode,934,964.83µs
Decode,934,4.76ms
Decode,935,3.90ms
Encode,935,944.67µs
Decode,935,3.70ms
Decode,936,4.55ms
Encode,936,962.00µs
Decode,936,4.30ms
Decode,937,4.61ms
Encode,937,886.96µs
Decode,937,4.34ms
Decode,938,4.72ms
Encode,938,1.04ms
Decode,938,4.56ms
Decode,939,3.98ms
Encode,939,1.05ms
Decode,939,6.44ms
Decode,940,3.97ms
Encode,940,1.28ms
Decode,940,3.96ms
Decode,941,4.09ms
Encode,941,899.79µs
Decode,941,4.11ms
Decode,942,3.88ms
Encode,942,880.29µs
Decode,942,4.27ms
Decode,943,3.90ms
Encode,943,881.21µs
Decode,943,4.60ms
Decode,944,3.56ms
Encode,944,843.96µs
Decode,944,4.12ms
Decode,945,3.51ms
Encode,945,854.54µs
Decode,945,4.01ms
Decode,946,4.55ms
Encode,946,1.01ms
Decode,946,3.49ms
Decode,947,4.40ms
Encode,947,1.09ms
Decode,947,4.28ms
Decode,948,3.95ms
Encode,948,1.08ms
Decode,948,4.83ms
Decode,949,3.77ms
Encode,949,876.96µs
Decode,949,4.06ms
Decode,950,3.39ms
Encode,950,1.05ms
Decode,950,4.15ms
Decode,951,4.16ms
Encode,951,1.26ms
Decode,951,3.84ms
Decode,952,3.93ms
Encode,952,855.63µs
Decode,952,3.66ms
Decode,953,4.42ms
Encode,953,1.05ms
Decode,953,3.96ms
Decode,954,4.22ms
Encode,954,997.25µs
Decode,954,4.36ms
Decode,955,4.36ms
Encode,955,1.09ms
Decode,955,4.31ms
Decode,956,3.87ms
Encode,956,909.96µs
Decode,956,3.90ms
Decode,957,3.94ms
Encode,957,896.92µs
Decode,957,4.04ms
Decode,958,3.80ms
Encode,958,792.17µs
Decode,958,3.84ms
Decode,959,3.39ms
Encode,959,776.96µs
Decode,959,4.11ms
Decode,960,3.47ms
Encode,960,850.83µs
Decode,960,4.08ms
Decode,961,3.59ms
Encode,961,905.58µs
Decode,961,3.85ms
Decode,962,3.92ms
Encode,962,907.00µs
Decode,962,4.03ms
Decode,963,3.96ms
Encode,963,906.96µs
Decode,963,3.64ms
Decode,964,4.07ms
Encode,964,907.75µs
Decode,964,3.88ms
Decode,965,4.10ms
Encode,965,856.21µs
Decode,965,3.63ms
Decode,966,3.42ms
Encode,966,812.67µs
Decode,966,3.73ms
Decode,967,3.81ms
Encode,967,860.75µs
Decode,967,4.80ms
Decode,968,4.46ms
Encode,968,1.03ms
Decode,968,4.12ms
Decode,969,3.58ms
Encode,969,1.06ms
Decode,969,4.16ms
Decode,970,3.61ms
Encode,970,949.88µs
Decode,970,3.90ms
Decode,971,3.68ms
Encode,971,843.33µs
Decode,971,3.96ms
Decode,972,4.26ms
Encode,972,905.96µs
Decode,972,4.41ms
Decode,973,3.49ms
Encode,973,843.29µs
Decode,973,4.24ms
Decode,974,3.49ms
Encode,974,867.50µs
Decode,974,3.86ms
Decode,975,4.33ms
Encode,975,1.02ms
Decode,975,3.88ms
Decode,976,4.06ms
Encode,976,898.25µs
Decode,976,3.66ms
Decode,977,4.26ms
Encode,977,895.04µs
Decode,977,3.54ms
Decode,978,4.11ms
Encode,978,1.02ms
Decode,978,4.67ms
Decode,979,3.59ms
Encode,979,917.13µs
Decode,979,4.27ms
Decode,980,4.57ms
Encode,980,1.08ms
Decode,980,3.99ms
Decode,981,4.06ms
Encode,981,968.04µs
Decode,981,4.29ms
Decode,982,4.18ms
Encode,982,1.01ms
Decode,982,3.65ms
Decode,983,4.16ms
Encode,983,927.96µs
Decode,983,4.05ms
Decode,984,3.45ms
Encode,984,976.21µs
Decode,984,4.96ms
Decode,985,3.77ms
Encode,985,1.02ms
Decode,985,4.80ms
Decode,986,4.40ms
Encode,986,1.10ms
Decode,986,4.18ms
Decode,987,4.90ms
Encode,987,927.83µs
Decode,987,5.03ms
Decode,988,3.61ms
Encode,988,945.67µs
Decode,988,4.95ms
Decode,989,4.80ms
Encode,989,1.24ms
Decode,989,4.07ms
Decode,990,4.02ms
Encode,990,947.08µs
Decode,990,4.05ms
Decode,991,3.65ms
Encode,991,1.08ms
Decode,991,4.39ms
Decode,992,4.15ms
Encode,992,947.96µs
Decode,992,4.01ms
Decode,993,3.76ms
Encode,993,967.71µs
Decode,993,4.11ms
Decode,994,4.34ms
Encode,994,936.75µs
Decode,994,3.69ms
Decode,995,4.13ms
Encode,995,992.96µs
Decode,995,4.90ms
Decode,996,4.82ms
Encode,996,810.58µs
Decode,996,3.95ms
Decode,997,3.37ms
Encode,997,1.00ms
Decode,997,4.58ms
Decode,998,3.72ms
Encode,998,1.15ms
Decode,998,3.76ms
Decode,999,4.14ms
Encode,999,1.01ms
Decode,999,4.30ms
Decode,1000,3.46ms
Encode,1000,836.75µs
Decode,1000,3.85ms
Decode,1001,3.55ms
Encode,1001,966.88µs
Decode,1001,4.12ms
Decode,1002,3.92ms
Encode,1002,977.63µs
Decode,1002,3.93ms
Decode,1003,3.85ms
Encode,1003,868.75µs
Decode,1003,3.94ms
Decode,1004,3.95ms
Encode,1004,1.01ms
Decode,1004,3.92ms
Decode,1005,4.36ms
Encode,1005,1.21ms
Decode,1005,4.33ms
Decode,1006,4.24ms
Encode,1006,888.71µs
Decode,1006,4.78ms
Decode,1007,4.10ms
Encode,1007,1.07ms
Decode,1007,4.63ms
Decode,1008,4.16ms
Encode,1008,1.09ms
Decode,1008,4.72ms
Decode,1009,4.58ms
Encode,1009,905.79µs
Decode,1009,4.75ms
Decode,1010,3.90ms
Encode,1010,917.25µs
Decode,1010,5.06ms
Decode,1011,3.91ms
Encode,1011,924.54µs
Decode,1011,3.64ms
Decode,1012,4.02ms
Encode,1012,942.58µs
Decode,1012,4.25ms
Decode,1013,4.62ms
Encode,1013,929.17µs
Decode,1013,4.62ms
Decode,1014,4.07ms
Encode,1014,875.29µs
Decode,1014,3.82ms
Decode,1015,3.76ms
Encode,1015,915.08µs
Decode,1015,4.52ms
Decode,1016,4.58ms
Encode,1016,985.88µs
Decode,1016,4.84ms
Decode,1017,17.19ms
Encode,1017,5.39ms
Decode,1017,23.25ms
Decode,1018,9.97ms
Encode,1018,880.88µs
Decode,1018,4.68ms
Decode,1019,4.04ms
Encode,1019,896.08µs
Decode,1019,4.96ms
Decode,1020,4.43ms
Encode,1020,932.13µs
Decode,1020,4.02ms
Decode,1021,3.65ms
Encode,1021,841.71µs
Decode,1021,4.73ms
Decode,1022,3.54ms
Encode,1022,1.58ms
Decode,1022,4.29ms
Decode,1023,4.35ms
Encode,1023,925.63µs
Decode,1023,3.64ms
Decode,1024,4.14ms
Encode,1024,828.71µs
Decode,1024,3.69ms
Decode,1025,4.66ms
Encode,1025,945.67µs
Decode,1025,3.87ms
Decode,1026,3.83ms
Encode,1026,1.10ms
Decode,1026,4.05ms
Decode,1027,4.64ms
Encode,1027,1.22ms
Decode,1027,4.64ms
Decode,1028,3.97ms
Encode,1028,851.83µs
Decode,1028,3.85ms
Decode,1029,3.80ms
Encode,1029,1.06ms
Decode,1029,3.65ms
Decode,1030,3.53ms
Encode,1030,903.54µs
Decode,1030,4.27ms
Decode,1031,3.72ms
Encode,1031,907.29µs
Decode,1031,4.13ms
Decode,1032,3.42ms
Encode,1032,964.25µs
Decode,1032,3.87ms
Decode,1033,3.52ms
Encode,1033,875.58µs
Decode,1033,3.97ms
Decode,1034,4.15ms
Encode,1034,995.71µs
Decode,1034,3.58ms
Decode,1035,4.23ms
Encode,1035,866.92µs
Decode,1035,3.74ms
Decode,1036,3.97ms
Encode,1036,978.21µs
Decode,1036,4.17ms
Decode,1037,4.09ms
Encode,1037,1.01ms
Decode,1037,4.50ms
Decode,1038,4.51ms
Encode,1038,1.02ms
Decode,1038,4.69ms
Decode,1039,4.14ms
Encode,1039,955.67µs
Decode,1039,3.90ms
Decode,1040,4.18ms
Encode,1040,824.50µs
Decode,1040,4.35ms
Decode,1041,4.64ms
Encode,1041,897.13µs
Decode,1041,3.83ms
Decode,1042,4.22ms
Encode,1042,1.14ms
Decode,1042,3.85ms
Decode,1043,3.63ms
Encode,1043,1.05ms
Decode,1043,4.08ms
Decode,1044,4.19ms
Encode,1044,1.01ms
Decode,1044,4.97ms
Decode,1045,3.55ms
Encode,1045,1.08ms
Decode,1045,4.61ms
Decode,1046,4.07ms
Encode,1046,1.71ms
Decode,1046,4.88ms
Decode,1047,6.33ms
Encode,1047,1.14ms
Decode,1047,5.91ms
Decode,1048,4.49ms
Encode,1048,919.96µs
Decode,1048,4.61ms
Decode,1049,3.90ms
Encode,1049,953.29µs
Decode,1049,4.90ms
Decode,1050,3.79ms
Encode,1050,931.33µs
Decode,1050,4.36ms
Decode,1051,3.62ms
Encode,1051,957.88µs
Decode,1051,4.37ms
Decode,1052,4.66ms
Encode,1052,1.11ms
Decode,1052,4.52ms
Decode,1053,4.05ms
Encode,1053,846.63µs
Decode,1053,4.51ms
Decode,1054,4.42ms
Encode,1054,1.05ms
Decode,1054,4.68ms
Decode,1055,4.51ms
Encode,1055,951.38µs
Decode,1055,3.86ms
Decode,1056,4.40ms
Encode,1056,880.54µs
Decode,1056,4.08ms
Decode,1057,3.78ms
Encode,1057,869.13µs
Decode,1057,4.34ms
Decode,1058,3.55ms
Encode,1058,842.08µs
Decode,1058,4.21ms
Decode,1059,4.77ms
Encode,1059,1.06ms
Decode,1059,3.60ms
Decode,1060,4.32ms
Encode,1060,847.38µs
Decode,1060,3.48ms
Decode,1061,4.14ms
Encode,1061,942.50µs
Decode,1061,3.70ms
Decode,1062,3.90ms
Encode,1062,1.03ms
Decode,1062,4.51ms
Decode,1063,3.39ms
Encode,1063,808.71µs
Decode,1063,3.83ms
Decode,1064,3.99ms
Encode,1064,1.17ms
Decode,1064,4.45ms
Decode,1065,3.61ms
Encode,1065,883.42µs
Decode,1065,4.01ms
Decode,1066,4.26ms
Encode,1066,890.29µs
Decode,1066,3.97ms
Decode,1067,4.14ms
Encode,1067,865.54µs
Decode,1067,4.71ms
Decode,1068,3.47ms
Encode,1068,829.71µs
Decode,1068,4.65ms
Decode,1069,3.71ms
Encode,1069,1.06ms
Decode,1069,4.26ms
Decode,1070,3.93ms
Encode,1070,916.67µs
Decode,1070,4.03ms
Decode,1071,4.30ms
Encode,1071,915.38µs
Decode,1071,3.88ms
Decode,1072,4.15ms
Encode,1072,962.13µs
Decode,1072,3.71ms
Decode,1073,3.58ms
Encode,1073,869.50µs
Decode,1073,4.53ms
Decode,1074,3.56ms
Encode,1074,842.42µs
Decode,1074,3.87ms
Decode,1075,3.95ms
Encode,1075,981.21µs
Decode,1075,3.80ms
Decode,1076,3.64ms
Encode,1076,1.10ms
Decode,1076,3.84ms
Decode,1077,3.53ms
Encode,1077,880.38µs
Decode,1077,4.30ms
Decode,1078,3.96ms
Encode,1078,881.38µs
Decode,1078,3.89ms
Decode,1079,4.37ms
Encode,1079,991.88µs
Decode,1079,4.03ms
Decode,1080,3.79ms
Encode,1080,905.42µs
Decode,1080,4.03ms
Decode,1081,3.59ms
Encode,1081,875.88µs
Decode,1081,4.15ms
Decode,1082,4.43ms
Encode,1082,1.00ms
Decode,1082,4.62ms
Decode,1083,4.07ms
Encode,1083,966.54µs
Decode,1083,4.97ms
Decode,1084,4.00ms
Encode,1084,942.46µs
Decode,1084,4.41ms
Decode,1085,4.00ms
Encode,1085,1.18ms
Decode,1085,4.57ms
Decode,1086,4.61ms
Encode,1086,1.01ms
Decode,1086,4.48ms
Decode,1087,4.12ms
Encode,1087,910.13µs
Decode,1087,4.12ms
Decode,1088,4.04ms
Encode,1088,1.04ms
Decode,1088,3.95ms
Decode,1089,4.60ms
Encode,1089,875.13µs
Decode,1089,4.49ms
Decode,1090,4.45ms
Encode,1090,976.54µs
Decode,1090,4.11ms
Decode,1091,4.27ms
Encode,1091,880.21µs
Decode,1091,4.78ms
Decode,1092,4.30ms
Encode,1092,950.08µs
Decode,1092,4.55ms
Decode,1093,4.48ms
Encode,1093,1.03ms
Decode,1093,4.22ms
Decode,1094,4.17ms
Encode,1094,942.79µs
Decode,1094,4.19ms
Decode,1095,4.51ms
Encode,1095,1.03ms
Decode,1095,4.67ms
Decode,1096,4.29ms
Encode,1096,895.00µs
Decode,1096,4.60ms
Decode,1097,3.70ms
Encode,1097,941.17µs
Decode,1097,3.95ms
Decode,1098,4.23ms
Encode,1098,933.96µs
Decode,1098,4.85ms
Decode,1099,4.60ms
Encode,1099,907.08µs
Decode,1099,4.58ms
Decode,1100,4.05ms
Encode,1100,987.42µs
Decode,1100,4.17ms
Decode,1101,4.07ms
Encode,1101,1.02ms
Decode,1101,4.25ms
Decode,1102,4.22ms
Encode,1102,904.75µs
Decode,1102,4.67ms
Decode,1103,3.50ms
Encode,1103,923.92µs
Decode,1103,5.25ms
Decode,1104,4.10ms
Encode,1104,933.79µs
Decode,1104,4.08ms
Decode,1105,4.47ms
Encode,1105,884.83µs
Decode,1105,4.01ms
Decode,1106,3.63ms
Encode,1106,885.88µs
Decode,1106,4.41ms
Decode,1107,4.07ms
Encode,1107,937.29µs
Decode,1107,4.67ms
Decode,1108,4.79ms
Encode,1108,956.50µs
Decode,1108,4.57ms
Decode,1109,4.54ms
Encode,1109,1.13ms
Decode,1109,4.46ms
Decode,1110,4.15ms
Encode,1110,1.05ms
Decode,1110,4.55ms
Decode,1111,4.69ms
Encode,1111,1.18ms
Decode,1111,4.18ms
Decode,1112,4.75ms
Encode,1112,1.05ms
Decode,1112,5.26ms
Decode,1113,4.76ms
Encode,1113,1.04ms
Decode,1113,5.12ms
Decode,1114,4.83ms
Encode,1114,1.04ms
Decode,1114,4.80ms
Decode,1115,4.20ms
Encode,1115,1.03ms
Decode,1115,5.03ms
Decode,1116,4.25ms
Encode,1116,1.16ms
Decode,1116,4.57ms
Decode,1117,4.46ms
Encode,1117,943.38µs
Decode,1117,3.92ms
Decode,1118,3.94ms
Encode,1118,987.25µs
Decode,1118,4.15ms
Decode,1119,3.50ms
Encode,1119,1.02ms
Decode,1119,4.74ms
Decode,1120,3.67ms
Encode,1120,848.54µs
Decode,1120,4.62ms
Decode,1121,3.83ms
Encode,1121,1.06ms
Decode,1121,4.64ms
Decode,1122,3.83ms
Encode,1122,1.08ms
Decode,1122,4.52ms
Decode,1123,3.79ms
Encode,1123,896.00µs
Decode,1123,4.68ms
Decode,1124,4.04ms
Encode,1124,1.08ms
Decode,1124,3.93ms
Decode,1125,4.06ms
Encode,1125,963.83µs
Decode,1125,3.71ms
Decode,1126,4.32ms
Encode,1126,1.02ms
Decode,1126,3.83ms
Decode,1127,4.04ms
Encode,1127,873.88µs
Decode,1127,4.43ms
Decode,1128,4.42ms
Encode,1128,924.75µs
Decode,1128,4.77ms
Decode,1129,4.03ms
Encode,1129,1.18ms
Decode,1129,3.90ms
Decode,1130,4.63ms
Encode,1130,1.13ms
Decode,1130,5.00ms
Decode,1131,4.45ms
Encode,1131,1.01ms
Decode,1131,4.83ms
Decode,1132,3.64ms
Encode,1132,1.13ms
Decode,1132,3.94ms
Decode,1133,4.03ms
Encode,1133,945.54µs
Decode,1133,3.97ms
Decode,1134,4.75ms
Encode,1134,1.08ms
Decode,1134,4.85ms
Decode,1135,4.11ms
Encode,1135,913.38µs
Decode,1135,4.33ms
Decode,1136,4.09ms
Encode,1136,1.09ms
Decode,1136,3.80ms
Decode,1137,4.32ms
Encode,1137,887.83µs
Decode,1137,4.74ms
Decode,1138,4.14ms
Encode,1138,947.58µs
Decode,1138,4.66ms
Decode,1139,3.42ms
Encode,1139,988.75µs
Decode,1139,4.52ms
Decode,1140,4.79ms
Encode,1140,1.06ms
Decode,1140,3.42ms
Decode,1141,4.58ms
Encode,1141,1.06ms
Decode,1141,4.12ms
Decode,1142,4.06ms
Encode,1142,849.08µs
Decode,1142,4.01ms
Decode,1143,4.03ms
Encode,1143,886.21µs
Decode,1143,3.94ms
Decode,1144,4.26ms
Encode,1144,1.01ms
Decode,1144,4.30ms
Decode,1145,4.34ms
Encode,1145,980.25µs
Decode,1145,4.00ms
Decode,1146,4.80ms
Encode,1146,1.13ms
Decode,1146,5.10ms
Decode,1147,4.29ms
Encode,1147,941.08µs
Decode,1147,4.31ms
Decode,1148,3.86ms
Encode,1148,1.17ms
Decode,1148,4.25ms
Decode,1149,4.48ms
Encode,1149,1.02ms
Decode,1149,3.74ms
Decode,1150,4.73ms
Encode,1150,1.05ms
Decode,1150,4.36ms
Decode,1151,3.55ms
Encode,1151,868.63µs
Decode,1151,4.66ms
Decode,1152,4.18ms
Encode,1152,970.00µs
Decode,1152,4.40ms
Decode,1153,4.22ms
Encode,1153,992.67µs
Decode,1153,4.56ms
